playlist_title,playlist_url,video_title,video_url
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhi nhiễm khuẩn huyết, theo dõi nhiễm khuẩn tiết niệu | BV Bạch Mai",https://www.youtube.com/watch?v=0PYaz2lOhxU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Còn lỗ mở khí quản, bại liệt",https://www.youtube.com/watch?v=zVeaP4BxdZY
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Đau đầu, buồn nôn I BV Đại hóc Y Hà Nội",https://www.youtube.com/watch?v=0NOomWMLbU0
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân đột quỵ não, xuất huyết tiêu hóa | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=N1yMxnsJmVw
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân cao tuổi, đợt cấp COPD, theo dõi suy tim | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=tS4QsdUByRo
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân đột quỵ nhồi máu não, rối loạn chuyển hóa Lipid, tăng huyết áp I BV Đại học Y Hà",https://www.youtube.com/watch?v=Dfme9tJ4oUY
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN nhiễm khuẩn tiết niệu, sỏi thận tái phát",https://www.youtube.com/watch?v=JUZnPCAdbv4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân suy tim EF giảm, viêm dạ dày I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=xszJcW1bRmQ
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN thoái hóa khớp háng, u cổ xương đùi I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=RxfyHeVRvhs
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân viêm tụy cấp, sỏi túi mật | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=_e-pRrqZckw
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN nhồi máu não, tăng huyết áp, đái tháo đường type 2",https://www.youtube.com/watch?v=NCt_v_QsxdM
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân chấn thương gan, chấn thương ngực | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=FZJzukAb9h4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Cập nhật khuyến cáo kiểm soát huyết áp ở bệnh nhân đột quỵ cấp I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=I0-AYliFL6g
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân COPD, tâm phế mạn I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=SBJFUeAd_z4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân chửa ngoài tử cung I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=ER5n0B3BNH8
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for knee injury patients | Hanoi Medical University Hospital,https://www.youtube.com/watch?v=g0LfFPGwOsY
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Đau xương hàm trên, đau răng hàm trên, đau lan lên đầu I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=sLFa-A7st6A
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân nhiễm khuẩn bàn chân, đái tháo đường tuyp 2  | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=Q0RQpxhlk4U
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN Theo dõi hội chứng Lyell,https://www.youtube.com/watch?v=pST-BQLwFt4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN sỏi ống mật chủ, sỏi túi mật, sỏi thận 2 bên, THA I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=ZOqQK8LvNQA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN thận ứ mủ, nhiễm khuẩn huyết, sỏi thận, sỏi túi mật I BV Đa khoa Kiến An, Hải Phòng",https://www.youtube.com/watch?v=E1QjVgoqLXs
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân sốt chữa rõ nguyên nhân, viêm phổi | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=mph73IN3QcQ
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN viêm màng não tăng bạch cầu ái toan I BV Bạch Mai,https://www.youtube.com/watch?v=yxvxI2bsQaE
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN bệnh tim thiếu máu cục bộ, rung nhĩ, suy tim, hẹp động mạch thận, rối loạn lipid máu",https://www.youtube.com/watch?v=9OajrycRA1c
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN COPD, cơn đau thắt ngực",https://www.youtube.com/watch?v=DFyDPBQfa4Y
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN cơn đau thắt ngực ổn định, Stent động mạch vành I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=MTqgpgwUCEY
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hiệu quả kiểm soát huyết áp của sự phối hợp Losartan và Amlodipin trên bệnh nhân đái tháo đường type,https://www.youtube.com/watch?v=AMuF6S_J_G4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân toan chuyển hóa, rối loạn điện giải, sau phẫu thuật cắt ruột non I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=0nbYevxs1jc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân xơ gan, thiếu máu | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=kQA0vBDym0A
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Viêm phổi, suy tim NYHA IV",https://www.youtube.com/watch?v=01uUObFZADU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân bệnh lý hệ tiết niệu, sinh dục I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=SuAzzSwJs5Q
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Consultation for patients with respiratory failure, severe pneumonia, and alcoholism | Hanoi Medi...",https://www.youtube.com/watch?v=zsM5elM2nJw
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN suy gan cấp, viêm gan B, thoát vị đĩa đệm cột sống thắt lưng L5   S1 I BV Bạch Mai",https://www.youtube.com/watch?v=zPBayQpR6mM
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN U tuyến yên tái phát, đái tháo đường, bệnh mạch vành đã đặt Stent, viêm dạ dày",https://www.youtube.com/watch?v=JQDw9p9u8kM
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân sỏi tuyến nước bọt mang tai | BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=N3FndvMsJjs
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN sốt chưa rõ nguyên nhân, theo dõi viêm cầu thận mạn, suy thận mạn",https://www.youtube.com/watch?v=JTqTLWmCOvc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN nhồi máu não, theo dõi chuyển dạng xuất huyết não, chưa loại trừ viêm não I BV ĐH Y Hà N",https://www.youtube.com/watch?v=FS5XBN0bBFA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Sốc nhiễm khuẩn tiết niệu, mất máu cấp I BV C Đà Nẵng",https://www.youtube.com/watch?v=s9Ni6MqqBq4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Sưng đau khớp gối, đại tiện phân đen | BV Khu vực Bắc Quang",https://www.youtube.com/watch?v=ZNwG_XMgImc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân đợt cấp viêm tụy mạn, đái tháo đường | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=pSJPKtnW-uQ
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN suy tim độ 3, hở van ĐMC, bệnh tim thiếu máu cục bộ mạn I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=EK1tZGkssLs
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN hạ Kali máu theo dõi do toan ống thận, bệnh thận mạn",https://www.youtube.com/watch?v=u5M8adxq01E
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Consultation for Quadriplegia, monitoring of cervical and thoracic spinal cord tumors",https://www.youtube.com/watch?v=NgNH4HAmqy0
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN sau cấp cứu ngừng tuần hoàn, mổ lấy máu tụ ngoài màng cứng I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=uTuzFGaSzU4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân ung thư hạ họng, ung thư tuyến giáp di căn",https://www.youtube.com/watch?v=ce6a24G3hJE
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Theo dõi Tai biến mạch máu não thoáng qua, ĐTĐ I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=-o7twvUueAo
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN theo dõi hội chứng Stevens Johnson I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=TezP6tFWmcA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân sốc nhiễm khuẩn, suy đa tạng, nhiễm khuẩn tiêu hóa, suy tim | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=5LD3THBCEZM
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân sốc chấn thương, đa chấn thương ngực, vết thương hở vùng đầu I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=3LEg0Kp7NyU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân Lơ xơ mi kinh dòng hạt, nhồi máu lách, viêm phổi | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=N3z2SmIhAI0
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn trực tuyến bệnh nhân viêm mủ màng phổi | BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=6rPtKHfEZ9U
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Ngứa, bong da toàn thân, ĐTĐ type 2, Viêm da tiếp xúc dị ứng",https://www.youtube.com/watch?v=OaOiI_wfqyE
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân viêm phổi hít, suy dinh dưỡng nặng | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=N6cq3iUJHzQ
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Tắc ruột, táo bón mạn tính",https://www.youtube.com/watch?v=j9pwf7LeBMg
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân hội chứng thận hư, Lupus, suy thận, THA, ĐTĐ I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=b-yJ3zW6uTA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân xơ gan, tràn dịch màng phổi I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=J3hdfjZQVrU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN bệnh tim thiếu máu cục bộ I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=arLDQ7D1qYc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Online consultation for chest wound patients | Hanoi Medical University Hospital,https://www.youtube.com/watch?v=xqd2PpmNSIs
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN thiếu mãu chưa rõ nguyên nhân, lạc nội mạc tử cung I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=Z-1T9ZCIg3E
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN suy thận độ IV, tăng huyết áp, ĐTĐ, suy tim I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=0Zg1HyXqo_k
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN suy thận, tăng huyết áp",https://www.youtube.com/watch?v=pjnS0POPm90
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Suy tim, thông liên thất, đa hồng cầu, đái tháo đường | BV Kiến An, Hải Phòng",https://www.youtube.com/watch?v=y33jYIQNhXA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN nhồi máu não vùng vành tia, ngành sau bao trong bên phải I BV Bạch Mai",https://www.youtube.com/watch?v=ZI8jSS6mihI
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Chẩn đoán và điều trị u cơ mỡ mạch thận,https://www.youtube.com/watch?v=amzb7Z1bDRw
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Suy tim, rung nhĩ, tràn dịch màng phổi, Viêm phổi, suy thận | BV Viêng Chăn - Hà Nội",https://www.youtube.com/watch?v=t5KUSE5eu98
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn Bn Tiền sản giật, song thai 29 tuần",https://www.youtube.com/watch?v=7erMqS8NTJg
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Phình cung động mạch chủ, COPD, Xẹp đốt sống | BV 199 Đà Nẵng",https://www.youtube.com/watch?v=1iMXNCKhdv0
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Co giật, THA, nghiện rượu, hen phế quản I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=3-npqZ146DU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Viêm phế quản chưa loại trừ trào ngược dạ dày, thực quản",https://www.youtube.com/watch?v=u_a1a8B5EDA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN u tuyến thượng thận, giãn đài bể thận 2 bên, Theo dõi do hội chứng nối, ĐTĐ I BV ĐH Y Hà",https://www.youtube.com/watch?v=GWUGmOXmw4k
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Rung nhĩ kịch phát, hội chứng WPW I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=q5H6QKbcuvA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn Bệnh nhi 2 tháng bụng to dần, chướng căng, quấy khóc khi đại tiện I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=hwOw3XkMPT8
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Patient consultation for monitoring viral meningitis I, Hanoi Medical University Hospital",https://www.youtube.com/watch?v=6i-PtrtTGj8
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân áp xe gan, tăng bạch cầu ái toan I BV ĐH Y Hà Nội",https://www.youtube.com/watch?v=m7IVjFszmhQ
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân suy tim độ 3, tràn dịch đa màng | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=YPdQN-718AY
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Đau bụng vùng thượng vị, buồn nôn I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=VLHToNRrgsY
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân sau cắt hoại tử ruột do xoắn ruột, tăng huyết áp | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=dTBMmDMDdOA
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn bệnh nhân Parkinson, tăng huyết áp, tâm phế mạn I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=pl---qhimB4
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN viêm tụy cấp, đái tháo đường, viêm loát dạ dày, xơ gan",https://www.youtube.com/watch?v=mqCHjlyHwVc
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Bán tắc ruột sau mổ, suy thận",https://www.youtube.com/watch?v=vYymXW6ZAxw
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn trực tuyến bệnh nhân nhồi máu cơ tim, suy tuyến thượng thận | BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=xnlbyQughDU
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,Hội chẩn BN Ứ mủ thận phải do sỏi thận phải I BV Đại học Y Hà Nội,https://www.youtube.com/watch?v=rYNDAUSDR0Q
Hội Chẩn Trực Tuyến Bệnh Viện Đại Học Y Hà Nội,https://www.youtube.com/playlist?list=PLCDo7Kgzy2qlCvtZu3bbIoTqc1aGG9hGd,"Hội chẩn BN Rối loạn điện giải, TD hội chứng thận hư thứ phát I BV Đại học Y Hà Nội",https://www.youtube.com/watch?v=-6wIeSgzpr8
